text,label
"Respected sir/madam Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 13000 rupees into the customs account so they deliver it. Have a good day.",Romance Scam
"Hi there Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account.",Job Scam
"Hi Alert: Your transaction of 5,00,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately.",OTP Scam
"Dear customer Exclusive crypto arbitrage signals! Sign up on our private exchange and buy Doge at low price, sell at high price. Deposit at least 500 Doge to activate the bot.",Crypto Scam
"Hey, can you please transfer 5,00,000 rupees to my account for the concert tickets? Regards.",Safe
"Alert: Your transaction of 25,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Let me know.",OTP Scam
"Earn 10,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now.",Job Scam
"Hey Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 44000 rupees into the customs account so they deliver it.",Romance Scam
"Invest in the presale of the next 100x meme coin! Transfer Ethereum or Ethereum to our contract address. Get early allocation. The coin list on Binance next week, buy now. Have a good day.",Crypto Scam
"Dear customer Hi, I have sent you a payment request of 15,00,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account. Do not ignore this message.",QR Code Scam
"Respected sir/madam Welcome to the VIP trading group 'VIP Stock Academy' hosted by Vikram Rathore. We provide daily stock trading signals and IPO allocations with 300% guaranteed returns. See screenshots of profits of 50,000 rupees made by our members. To start trading, deposit money into our institutional account. Act fast to resolve this.",Investment Scam
"Hey Hello, I am the branch manager of Kotak Mahindra. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Please reply soon.",Bank KYC Scam
"Hi Task completed! You earned 500 rupees. To withdraw this and unlock premium high-paying tasks of Level 2, you must deposit 2,000 rupees. This is fully refundable capital.",Job Scam
Respected sir/madam Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership.,Investment Scam
"Hi there Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP. Do not ignore this message.",Bank KYC Scam
"Hello Congratulations! Your loan application for 10,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Act fast to resolve this.",Loan Scam
"Respected sir/madam My love, I have shipped a surprise package for you from London. It has a gold chain, a Rolex, and 5,00,000 cash. The customs agent at airport called. You must pay 36000 rupees clearance fee to release it. Thanks.",Romance Scam
Emergency loan offer! Loans up to 10 lakhs. We only require processing charge upfront. Pay now or your loan file will be cancelled and blacklisted from all banks. Let me know.,Loan Scam
Hello Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money. Do not ignore this message.,Investment Scam
"Dear customer Earn 10% daily ROI on our decentralized crypto staking platform. Create an account, deposit Doge to the wallet address, and watch your balance grow. Withdraw anytime. Have a good day.",Crypto Scam
"Dear customer This is David calling from the CBI Mumbai headquarters. Your Aadhaar card has been linked to a money laundering syndicate involving 15,00,000 rupees. You are under digital arrest. You must join a WhatsApp video call immediately. Do not talk to anyone or leave your house, or you will face immediate arrest. Please reply soon.",Digital Arrest Scam
"Hello Hi, I am HR manager at Tik Tok Ads. We have a vacancy for part-time assistant. Earn 10,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks. Have a good day.",Job Scam
"Hello This is Tina calling from the CBI Mumbai headquarters. Your Aadhaar card has been linked to a money laundering syndicate involving 5,00,000 rupees. You are under digital arrest. You must join a WhatsApp video call immediately. Do not talk to anyone or leave your house, or you will face immediate arrest.",Digital Arrest Scam
"Dear customer, your Punjab National Bank bank account has been suspended today. KYC verification has expired. Please click this link to update your KYC documents and restore services: http://verification-punjabnationalbank.com",Bank KYC Scam
"Hi there Alert: Your transaction of 1,50,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Act fast to resolve this.",OTP Scam
"This is Megnand Sharma calling from the CBI Mumbai headquarters. Your Aadhaar card has been linked to a money laundering syndicate involving 15,00,000 rupees. You are under digital arrest. You must join a WhatsApp video call immediately. Do not talk to anyone or leave your house, or you will face immediate arrest. Have a good day.",Digital Arrest Scam
Hi Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership. Let me know.,Investment Scam
"Alert: Your transaction of 50,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Regards.",OTP Scam
"Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP. Have a good day.",Bank KYC Scam
"Hey Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer David here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Have a good day.",Digital Arrest Scam
"Hi there Hi, I am HR manager at YouTube Marketing. We have a vacancy for part-time assistant. Earn 50,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks. Let me know.",Job Scam
Are we still meeting for lunch at 12:15 PM today? Let me know. Act fast to resolve this.,Safe
"Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now.",OTP Scam
Double your Doge and Doge today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed.,Crypto Scam
"Congratulations! Your loan application for 1,50,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Do not ignore this message.",Loan Scam
"Hey Welcome to the VIP trading group 'D18 Exploring Profit Methods' hosted by Tina. We provide daily stock trading signals and IPO allocations with 300% guaranteed returns. See screenshots of profits of 10,000 rupees made by our members. To start trading, deposit money into our institutional account.",Investment Scam
Your package from Amazon is out for delivery and will reach you by 6:00 AM.,Safe
"Earn 15,00,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now.",Job Scam
"Hi, I am HR manager at Tik Tok Ads. We have a vacancy for part-time assistant. Earn 15,00,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks.",Job Scam
"Hi there Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account. Do not ignore this message.",Job Scam
"Good morning Exclusive crypto arbitrage signals! Sign up on our private exchange and buy Bitcoin at low price, sell at high price. Deposit at least 500 Bitcoin to activate the bot. Regards.",Crypto Scam
"Hey Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://secure-punjabnationalbank.com",Loan Scam
Your package from Amazon is out for delivery and will reach you by 11:30 AM. Thanks.,Safe
Double your Bitcoin and Bitcoin today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Act fast to resolve this.,Crypto Scam
Good morning Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money.,Investment Scam
"Hi there Hey, I will be a bit late for dinner tonight. Please don't wait for me. Please reply soon.",Safe
"Respected sir/madam Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer David here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Have a good day.",Digital Arrest Scam
Hi CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup. Regards.,Digital Arrest Scam
Respected sir/madam Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money. Have a good day.,Investment Scam
"Dear customer, your Kotak Mahindra bank account has been suspended today. KYC verification has expired. Please click this link to update your KYC documents and restore services: http://secure-axisbank.com Let me know.",Bank KYC Scam
"Hi Get instant personal loans up to 15,00,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Have a good day.",Loan Scam
"Hello Task completed! You earned 500 rupees. To withdraw this and unlock premium high-paying tasks of Level 2, you must deposit 2,000 rupees. This is fully refundable capital. Have a good day.",Job Scam
Good morning Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money.,Investment Scam
Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money. Do not ignore this message.,Investment Scam
"Hello Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP.",Bank KYC Scam
Good morning Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://verification-kotakmahindra.com,Bank KYC Scam
"Dear customer Exclusive crypto arbitrage signals! Sign up on our private exchange and buy Solana at low price, sell at high price. Deposit at least 500 Solana to activate the bot. Act fast to resolve this.",Crypto Scam
Good morning Double your Bitcoin and Bitcoin today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Thanks.,Crypto Scam
"Respected sir/madam Task completed! You earned 500 rupees. To withdraw this and unlock premium high-paying tasks of Level 2, you must deposit 2,000 rupees. This is fully refundable capital.",Job Scam
"Hey Hi, I am HR manager at YouTube Marketing. We have a vacancy for part-time assistant. Earn 10,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks.",Job Scam
"Hey Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP. Thanks.",Bank KYC Scam
"Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account. Please reply soon.",Job Scam
"Respected sir/madam Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 25,000 rupees today and trade under supervision of Officer Mishra. Please reply soon.",Investment Scam
"Welcome to the VIP trading group 'Wealth Creators Club' hosted by Amit Shah. We provide daily stock trading signals and IPO allocations with 300% guaranteed returns. See screenshots of profits of 25,000 rupees made by our members. To start trading, deposit money into our institutional account. Thanks.",Investment Scam
"Alert: Your transaction of 5,00,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Regards.",OTP Scam
"Get instant personal loans up to 1,50,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Thanks.",Loan Scam
"Hi Hi, I wanted to check if you received my email regarding the job application status?",Safe
"Good morning Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account. Regards.",Job Scam
"Hi there Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Megnand Sharma here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years.",Digital Arrest Scam
"Hi Hello, this is to confirm your doctor appointment scheduled for tomorrow at 10:45 AM. Let me know.",Safe
"Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 1,50,000 rupees today and trade under supervision of Officer Mishra. Let me know.",Investment Scam
"Hey, can you please transfer 5,00,000 rupees to my account for the concert tickets?",Safe
"Hi there My love, I have shipped a surprise package for you from London. It has a gold chain, a Rolex, and 25,000 cash. The customs agent at airport called. You must pay 33000 rupees clearance fee to release it. Let me know.",Romance Scam
"Respected sir/madam Task completed! You earned 500 rupees. To withdraw this and unlock premium high-paying tasks of Level 2, you must deposit 2,000 rupees. This is fully refundable capital. Please reply soon.",Job Scam
"Hi there Get instant personal loans up to 50,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Regards.",Loan Scam
I am officer Amit Shah from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification. Act fast to resolve this.,Digital Arrest Scam
"Earn 10% daily ROI on our decentralized crypto staking platform. Create an account, deposit Ethereum to the wallet address, and watch your balance grow. Withdraw anytime.",Crypto Scam
"Hi Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://update-punjabnationalbank.com Do not ignore this message.",Loan Scam
"Hello Alert: Your transaction of 15,00,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Please reply soon.",OTP Scam
"Respected sir/madam I want to purchase your item listed on OLX. I am sending you a QR code on WhatsApp. Just scan the QR code and enter your UPI PIN to receive the payment of 25,000 rupees in your account. Do not ignore this message.",QR Code Scam
"Hi Sir, I am paying you advance money. Scanning this QR code will deposit the funds. Do not worry, just scan it, enter your PIN and click receive.",QR Code Scam
Hi Double your Ethereum and Ethereum today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed.,Crypto Scam
"Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://secure-punjabnationalbank.com Regards.",Loan Scam
"Welcome to the VIP trading group 'D18 Exploring Profit Methods' hosted by Officer Mishra. We provide daily stock trading signals and IPO allocations with 300% guaranteed returns. See screenshots of profits of 10,000 rupees made by our members. To start trading, deposit money into our institutional account.",Investment Scam
I am officer Megnand Sharma from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification. Act fast to resolve this.,Digital Arrest Scam
"Hey Dear customer, your credit card point redemption request for 10,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received. Thanks.",OTP Scam
"Hi, I wanted to check if you received my email regarding the job application status? Regards.",Safe
"Hi Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now. Act fast to resolve this.",OTP Scam
"Earn 25,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now. Let me know.",Job Scam
Emergency loan offer! Loans up to 10 lakhs. We only require processing charge upfront. Pay now or your loan file will be cancelled and blacklisted from all banks. Act fast to resolve this.,Loan Scam
"Hi, I am from the Post Office delivery service. I am standing near your gate but I need a 6-digit OTP to deliver your package. Please read out the OTP sent to your phone. Do not ignore this message.",OTP Scam
"Hey Alert: Your transaction of 25,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Act fast to resolve this.",OTP Scam
"Hello Hi, I have sent you a payment request of 10,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account. Please reply soon.",QR Code Scam
Hey Double your Solana and Solana today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Please reply soon.,Crypto Scam
"Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://login-hdfc.com",Loan Scam
"Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Sanjay Kumar here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years.",Digital Arrest Scam
"Hi Task completed! You earned 500 rupees. To withdraw this and unlock premium high-paying tasks of Level 2, you must deposit 2,000 rupees. This is fully refundable capital. Act fast to resolve this.",Job Scam
"Hello Hey, can you please transfer 25,000 rupees to my account for the concert tickets?",Safe
"Hi Alert: Your transaction of 50,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Have a good day.",OTP Scam
Hi Emergency loan offer! Loans up to 10 lakhs. We only require processing charge upfront. Pay now or your loan file will be cancelled and blacklisted from all banks. Have a good day.,Loan Scam
"Hi there Scan this scan card QR code to claim your cashback voucher of 1,50,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account.",QR Code Scam
Good morning Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money. Do not ignore this message.,Investment Scam
"Hi Get instant personal loans up to 1,50,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Thanks.",Loan Scam
"Dear customer Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 27000 rupees into the customs account so they deliver it. Regards.",Romance Scam
"Good morning My love, I have shipped a surprise package for you from London. It has a gold chain, a Rolex, and 10,000 cash. The customs agent at airport called. You must pay 44000 rupees clearance fee to release it.",Romance Scam
I am so happy I met you on Tinder. I want to buy a house and settle down with you. I am sending a package with diamonds. The customs officer Vikram Rathore wants tax clearance fee. Please help me pay it.,Romance Scam
"Respected sir/madam Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Vikram Rathore here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Thanks.",Digital Arrest Scam
"Respected sir/madam Earn 1,50,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now. Have a good day.",Job Scam
"Hey Earn 1,50,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now.",Job Scam
"Hey Hey, can you please transfer 25,000 rupees to my account for the concert tickets?",Safe
"Congratulations! Your loan application for 5,00,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer.",Loan Scam
"I want to purchase your item listed on OLX. I am sending you a QR code on WhatsApp. Just scan the QR code and enter your UPI PIN to receive the payment of 50,000 rupees in your account. Do not ignore this message.",QR Code Scam
Hello Double your Doge and Doge today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Regards.,Crypto Scam
"Dear customer My love, I have shipped a surprise package for you from London. It has a gold chain, a Rolex, and 10,000 cash. The customs agent at airport called. You must pay 13000 rupees clearance fee to release it. Regards.",Romance Scam
"Hey, can you please transfer 5,00,000 rupees to my account for the concert tickets?",Safe
"Dear customer This is David calling from the CBI Mumbai headquarters. Your Aadhaar card has been linked to a money laundering syndicate involving 1,50,000 rupees. You are under digital arrest. You must join a WhatsApp video call immediately. Do not talk to anyone or leave your house, or you will face immediate arrest.",Digital Arrest Scam
"Hello Earn 10% daily ROI on our decentralized crypto staking platform. Create an account, deposit Ethereum to the wallet address, and watch your balance grow. Withdraw anytime. Let me know.",Crypto Scam
"Hi, I wanted to check if you received my email regarding the job application status? Act fast to resolve this.",Safe
"Dear customer Hello, I am the branch manager of Punjab National Bank. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Let me know.",Bank KYC Scam
"Hello, I am the branch manager of HDFC. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Regards.",Bank KYC Scam
"Hi there Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now. Act fast to resolve this.",OTP Scam
Hi there Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://secure-hdfc.com Please reply soon.,Bank KYC Scam
Dear customer Are we still meeting for lunch at 7:00 AM today? Let me know. Thanks.,Safe
"Hi This is Vikram Rathore calling from the CBI Mumbai headquarters. Your Aadhaar card has been linked to a money laundering syndicate involving 5,00,000 rupees. You are under digital arrest. You must join a WhatsApp video call immediately. Do not talk to anyone or leave your house, or you will face immediate arrest. Please reply soon.",Digital Arrest Scam
Hi Happy birthday! Wishing you a wonderful year ahead filled with joy. Regards.,Safe
"Hey Exclusive crypto arbitrage signals! Sign up on our private exchange and buy USDT at low price, sell at high price. Deposit at least 500 USDT to activate the bot. Have a good day.",Crypto Scam
Hello Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://update-axisbank.com,Bank KYC Scam
"Hello My love, I have shipped a surprise package for you from London. It has a gold chain, a Rolex, and 15,00,000 cash. The customs agent at airport called. You must pay 37000 rupees clearance fee to release it.",Romance Scam
Respected sir/madam I am officer Officer Mishra from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification. Please reply soon.,Digital Arrest Scam
"Hey Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now. Have a good day.",OTP Scam
"Respected sir/madam Hey, can you please transfer 5,00,000 rupees to my account for the concert tickets? Regards.",Safe
"Dear customer Alert: Your transaction of 25,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately. Act fast to resolve this.",OTP Scam
"Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://verification-axisbank.com Let me know.",Loan Scam
"Hi Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 5,00,000 rupees today and trade under supervision of Officer Mishra. Do not ignore this message.",Investment Scam
Hi there Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money.,Investment Scam
"Hey This is Megnand Sharma calling from the CBI Mumbai headquarters. Your Aadhaar card has been linked to a money laundering syndicate involving 10,000 rupees. You are under digital arrest. You must join a WhatsApp video call immediately. Do not talk to anyone or leave your house, or you will face immediate arrest.",Digital Arrest Scam
"Good morning Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://secure-axisbank.com Let me know.",Loan Scam
"Scan this scan card QR code to claim your cashback voucher of 50,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account. Please reply soon.",QR Code Scam
"Hi Dear customer, your Punjab National Bank bank account has been suspended today. KYC verification has expired. Please click this link to update your KYC documents and restore services: http://login-icici.com Have a good day.",Bank KYC Scam
I am officer Sanjay Kumar from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification.,Digital Arrest Scam
"Hey Task completed! You earned 500 rupees. To withdraw this and unlock premium high-paying tasks of Level 2, you must deposit 2,000 rupees. This is fully refundable capital. Do not ignore this message.",Job Scam
Hello Could you please share the project presentation deck for tomorrow's meeting? Please reply soon.,Safe
Dear customer Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership.,Investment Scam
"Hey Hi, I have sent you a payment request of 25,000 rupees on Google Pay. You just need to scan this QR code and approve it to credit the cash directly to your bank account. Let me know.",QR Code Scam
"Hi, I am HR manager at Tik Tok Ads. We have a vacancy for part-time assistant. Earn 5,00,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks. Regards.",Job Scam
Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://login-hdfc.com,Bank KYC Scam
Good morning I am officer Officer Mishra from Crime Branch. An illegal passport containing drugs was caught in Mumbai customs under your Aadhaar details. The Supreme Court has issued a warrant. You are under digital arrest. Keep your phone video on 24/7. Transfer your funds to RBI security account for verification.,Digital Arrest Scam
"Honey, my card is blocked while traveling. Can you please pay 20000 rupees to the airport customs authority for my luggage fee? I will return it as soon as I arrive. Regards.",Romance Scam
CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup. Act fast to resolve this.,Digital Arrest Scam
"Good morning Hello, I am the branch manager of SBI. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Act fast to resolve this.",Bank KYC Scam
"Hi there Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account. Act fast to resolve this.",Job Scam
Respected sir/madam Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money.,Investment Scam
"Good morning Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Vikram Rathore here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Let me know.",Digital Arrest Scam
"Good morning Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account.",Job Scam
"Hi there Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://login-icici.com",Loan Scam
"Hi Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://verification-sbi.com Regards.",Loan Scam
Good morning Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://verification-sbi.com,Bank KYC Scam
"Respected sir/madam I want to purchase your item listed on OLX. I am sending you a QR code on WhatsApp. Just scan the QR code and enter your UPI PIN to receive the payment of 10,000 rupees in your account.",QR Code Scam
"Hi Scan this scan card QR code to claim your cashback voucher of 10,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account. Thanks.",QR Code Scam
"Sir, I am paying you advance money. Scanning this QR code will deposit the funds. Do not worry, just scan it, enter your PIN and click receive. Act fast to resolve this.",QR Code Scam
"Hi Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://login-kotakmahindra.com Do not ignore this message.",Loan Scam
"Hello Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://verification-sbi.com Let me know.",Loan Scam
"Respected sir/madam Congratulations! Your loan application for 25,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Thanks.",Loan Scam
"Hi Get instant personal loans up to 50,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Regards.",Loan Scam
"Hi Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP.",Bank KYC Scam
"Dear customer Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 40000 rupees into the customs account so they deliver it. Thanks.",Romance Scam
Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money. Do not ignore this message.,Investment Scam
"Hi there Congratulations! Your loan application for 1,50,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer.",Loan Scam
Double your Ethereum and Ethereum today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Act fast to resolve this.,Crypto Scam
"Dear customer Invest in the presale of the next 100x meme coin! Transfer Bitcoin or Bitcoin to our contract address. Get early allocation. The coin list on Binance next week, buy now.",Crypto Scam
"Hello Alert: Your transaction of 25,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately.",OTP Scam
