conversation_id,scammer_message,user_response,response_type,scam_tactic,risk_score,risk_level,effectiveness_score,timestamp,urgency_keywords,fake_fee_mentions,emotional_manipulation,isolation_attempts,authority_claims,threat_indicators,total_scam_indicators,contains_verification,contains_refusal,contains_expertise,response_strength,is_scam,scam_category,user_success
SCAM_0151,Currency conversion fee mandatory,There is no such thing as IMF code,questioning,threat,10,critical,3,2025-06-12 05:44:11,0,1,0,0,1,0,2,0,1,0,3,1,threat,0
SCAM_0152,There are additional fees required for transaction,I prefer to wait for official communication,expert_mention,threat,9,critical,5,2025-10-10 01:39:37,0,1,0,0,0,0,1,0,0,0,5,1,threat,1
SCAM_0153,Currency conversion fee mandatory,Why the rush?,delaying,fake_fee,9,critical,3,2025-03-31 13:38:17,0,1,0,0,1,0,2,0,0,0,3,1,fake_fee,0
SCAM_0154,Document processing fee,The bank confirmed these requirements don't exist,expert_mention,urgency,9,critical,5,2025-10-29 11:13:49,0,1,0,0,0,0,1,1,0,0,5,1,urgency,1
SCAM_0155,You must pay immediately before expiration,I need to consult with financial advisor,counter_attack,threat,9,critical,4,2025-04-25 23:41:09,1,1,0,0,0,0,2,0,0,0,4,1,threat,1
SCAM_0156,This is your last chance to withdraw,I'll verify with official sources,questioning,urgency,9,critical,5,2025-03-27 11:30:40,0,0,0,0,0,0,0,1,0,0,5,1,urgency,1
SCAM_0157,You must pay immediately before expiration,This contradicts standard banking procedures,expert_mention,emotional_manipulation,4,medium,5,2025-08-20 19:36:47,1,1,0,0,0,0,2,0,0,0,5,1,emotional_manipulation,1
SCAM_0158,International transfer authorization code,The bank confirmed these requirements don't exist,refusing,fake_authority,7,high,4,2025-11-12 16:12:50,0,0,0,0,0,0,0,1,0,0,4,1,fake_authority,1
SCAM_0159,Your account will be blocked if you don't pay,This doesn't make sense,refusing,emotional_manipulation,5,medium,4,2025-05-03 04:05:49,0,1,0,0,0,1,2,0,0,0,4,1,emotional_manipulation,1
SCAM_0160,Tax clearance certificate fee required,I'll check the company's official website,verification,fake_authority,8,high,5,2025-08-01 07:02:40,0,1,0,0,0,0,1,1,0,0,5,1,fake_authority,1
SCAM_0161,You must pay immediately before expiration,I'll check the company's official website,delaying,fake_authority,7,high,3,2025-03-19 07:03:43,1,1,0,0,0,0,2,1,0,0,3,1,fake_authority,0
SCAM_0162,Security deposit needed for verification,I'll report to the authorities,counter_attack,emotional_manipulation,4,medium,5,2025-10-15 18:25:15,0,0,0,0,1,0,1,0,0,0,5,1,emotional_manipulation,1
SCAM_0163,Urgent payment required to unlock funds,I'll verify with official sources,verification,isolation,9,critical,4,2025-03-03 01:26:39,1,1,0,0,0,0,2,1,0,0,4,1,isolation,1
SCAM_0164,I will lose my job if you don't pay,This is obvious scam,expert_mention,threat,9,critical,5,2025-02-21 10:59:06,0,1,0,0,0,1,2,0,0,0,5,1,threat,1
SCAM_0165,Account activation charge,I'll check with the bank first,expert_mention,isolation,8,high,5,2025-02-08 04:26:23,0,1,0,0,0,0,1,1,0,0,5,1,isolation,1
SCAM_0166,Security deposit needed for verification,This doesn't make sense,questioning,isolation,10,critical,5,2025-02-14 01:41:51,0,0,0,0,1,0,1,0,0,0,5,1,isolation,1
SCAM_0167,This is your last chance to withdraw,I prefer to wait for official communication,questioning,fake_authority,9,critical,5,2025-04-30 01:34:14,0,0,0,0,0,0,0,0,0,0,5,1,fake_authority,1
SCAM_0168,Tax clearance certificate fee required,"I'm not in a hurry, I can wait",counter_attack,isolation,8,high,4,2025-05-17 05:17:58,0,1,0,0,0,0,1,0,1,0,4,1,isolation,1
SCAM_0169,There are limited offers today only,This is obvious scam,refusing,isolation,9,critical,5,2025-11-14 22:17:14,0,0,0,0,0,0,0,0,0,0,5,1,isolation,1
SCAM_0170,You need to pay IMF code to withdraw your salary,I'll verify with official sources,expert_mention,fake_fee,10,critical,5,2025-10-08 08:08:36,0,1,0,0,0,0,1,1,0,0,5,1,fake_fee,1
SCAM_0171,This is your last chance to withdraw,Why the rush?,counter_attack,fake_fee,8,high,5,2025-05-11 19:46:57,0,0,0,0,0,0,0,0,0,0,5,1,fake_fee,1
SCAM_0172,Account activation charge,I'll think about it,refusing,emotional_manipulation,4,medium,4,2025-06-02 05:09:41,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0173,Emergency service charge,I'll think about it,expert_mention,threat,9,critical,4,2025-05-28 18:01:35,0,1,0,0,0,0,1,0,0,0,4,1,threat,1
SCAM_0174,Currency conversion fee mandatory,This doesn't make sense,counter_attack,fake_authority,7,high,4,2025-07-02 20:56:27,0,1,0,0,1,0,2,0,0,0,4,1,fake_authority,1
SCAM_0175,Tax clearance certificate fee required,I prefer to wait for official communication,questioning,emotional_manipulation,7,high,3,2025-06-23 23:21:36,0,1,0,0,0,0,1,0,0,0,3,1,emotional_manipulation,0
SCAM_0176,This is your last chance to withdraw,This seems suspicious,verification,fake_fee,8,high,4,2025-08-17 23:46:29,0,0,0,0,0,0,0,0,0,0,4,1,fake_fee,1
SCAM_0177,Document processing fee,I'll wait for technical support response,refusing,fake_authority,8,high,5,2025-11-19 09:40:43,0,1,0,0,0,0,1,0,0,0,5,1,fake_authority,1
SCAM_0178,You must pay immediately before expiration,Can you provide official documentation?,questioning,urgency,6,high,3,2025-05-26 08:00:10,1,1,0,0,0,0,2,0,0,0,3,1,urgency,0
SCAM_0179,I will lose my job if you don't pay,This is obvious scam,refusing,fake_authority,9,critical,4,2025-02-16 16:56:34,0,1,0,0,0,1,2,0,0,0,4,1,fake_authority,1
SCAM_0180,Don't talk to the bank about this,This doesn't make sense,counter_attack,urgency,9,critical,5,2025-10-12 08:11:12,0,0,0,0,0,0,0,0,0,0,5,1,urgency,1
SCAM_0181,International transfer authorization code,I'll verify with official sources,verification,fake_fee,8,high,4,2024-12-20 21:21:24,0,0,0,0,0,0,0,1,0,0,4,1,fake_fee,1
SCAM_0182,This is 100% legitimate process,I'll verify with official sources,verification,fake_authority,8,high,4,2025-04-06 01:08:18,0,0,0,0,0,0,0,1,0,0,4,1,fake_authority,1
SCAM_0183,You need to pay IMF code to withdraw your salary,Why the rush?,delaying,threat,9,critical,4,2025-03-17 01:20:56,0,1,0,0,0,0,1,0,0,0,4,1,threat,1
SCAM_0184,There are additional fees required for transaction,This doesn't make sense,expert_mention,emotional_manipulation,4,medium,4,2025-06-02 16:18:06,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0185,Currency conversion fee mandatory,Can you provide official documentation?,questioning,fake_fee,7,high,5,2025-06-27 02:48:38,0,1,0,0,1,0,2,0,0,0,5,1,fake_fee,1
SCAM_0186,This is a mandatory security procedure,I'll verify with official sources,refusing,emotional_manipulation,6,high,4,2025-03-07 10:55:07,0,0,0,0,2,0,2,1,0,0,4,1,emotional_manipulation,1
SCAM_0187,Security deposit needed for verification,I prefer to wait for official communication,expert_mention,isolation,8,high,5,2025-05-03 03:54:41,0,0,0,0,1,0,1,0,0,0,5,1,isolation,1
SCAM_0188,You must pay immediately before expiration,The bank confirmed these requirements don't exist,verification,fake_authority,8,high,4,2025-09-05 04:40:14,1,1,0,0,0,0,2,1,0,0,4,1,fake_authority,1
SCAM_0189,This is a mandatory security procedure,The bank confirmed these requirements don't exist,counter_attack,threat,9,critical,5,2025-10-24 18:35:33,0,0,0,0,2,0,2,1,0,0,5,1,threat,1
SCAM_0190,International transfer authorization code,This seems suspicious,questioning,fake_authority,9,critical,3,2025-02-13 13:32:12,0,0,0,0,0,0,0,0,0,0,3,1,fake_authority,0
SCAM_0191,You must pay immediately before expiration,I'll check the company's official website,verification,fake_authority,9,critical,4,2025-04-18 23:05:52,1,1,0,0,0,0,2,1,0,0,4,1,fake_authority,1
SCAM_0192,This is 100% legitimate process,Why the rush?,expert_mention,urgency,8,high,5,2024-12-08 19:03:03,0,0,0,0,0,0,0,0,0,0,5,1,urgency,1
SCAM_0193,You need to pay IMF code to withdraw your salary,I'll think about it,counter_attack,emotional_manipulation,6,high,5,2025-09-08 13:38:08,0,1,0,0,0,0,1,0,0,0,5,1,emotional_manipulation,1
SCAM_0194,Trust me my dear,Let me verify this with customer service,expert_mention,fake_fee,9,critical,4,2025-07-28 02:21:56,0,0,2,0,0,0,2,1,0,0,4,1,fake_fee,1
SCAM_0195,Don't talk to the bank about this,This contradicts standard banking procedures,questioning,fake_fee,8,high,3,2025-07-24 06:09:12,0,0,0,0,0,0,0,0,0,0,3,1,fake_fee,0
SCAM_0196,Don't talk to the bank about this,I'll verify with official sources,delaying,isolation,10,critical,4,2025-04-11 01:27:17,0,0,0,0,0,0,0,1,0,0,4,1,isolation,1
SCAM_0197,You must pay immediately before expiration,Can you provide official documentation?,refusing,emotional_manipulation,5,medium,5,2024-12-31 08:24:45,1,1,0,0,0,0,2,0,0,0,5,1,emotional_manipulation,1
SCAM_0198,Follow the instructions exactly,I'll check the company's official website,delaying,urgency,6,high,4,2025-06-27 11:01:09,0,0,0,0,0,0,0,1,0,0,4,1,urgency,1
SCAM_0199,This is a mandatory security procedure,I work in cybersecurity and I know these tactics,verification,urgency,7,high,5,2025-05-28 18:55:19,0,0,0,0,2,0,2,0,1,1,5,1,urgency,1
SCAM_0200,You must pay immediately before expiration,Let me verify this with customer service,questioning,fake_authority,8,high,3,2025-04-16 06:06:16,1,1,0,0,0,0,2,1,0,0,3,1,fake_authority,0
SCAM_0201,I will lose my job if you don't pay,Can you provide official documentation?,refusing,urgency,9,critical,4,2025-11-07 07:10:09,0,1,0,0,0,1,2,0,0,0,4,1,urgency,1
SCAM_0202,Account activation charge,"I'm not in a hurry, I can wait",delaying,isolation,9,critical,4,2025-11-06 09:05:43,0,1,0,0,0,0,1,0,1,0,4,1,isolation,1
SCAM_0203,Don't talk to the bank about this,"I'm not in a hurry, I can wait",counter_attack,fake_authority,7,high,4,2024-12-22 22:43:16,0,0,0,0,0,0,0,0,1,0,4,1,fake_authority,1
SCAM_0204,This is a mandatory security procedure,I'll check with the bank first,questioning,urgency,6,high,3,2025-09-20 17:18:30,0,0,0,0,2,0,2,1,0,0,3,1,urgency,0
SCAM_0205,Your account will be blocked if you don't pay,This seems suspicious,refusing,fake_fee,10,critical,4,2025-08-22 11:41:43,0,1,0,0,0,1,2,0,0,0,4,1,fake_fee,1
SCAM_0206,There are limited offers today only,I work in cybersecurity and I know these tactics,delaying,emotional_manipulation,7,high,4,2025-03-25 02:34:34,0,0,0,0,0,0,0,0,1,1,4,1,emotional_manipulation,1
SCAM_0207,Urgent payment required to unlock funds,"I have enough money, I don't need to withdraw now",counter_attack,urgency,8,high,5,2025-02-23 22:10:34,1,1,0,0,0,0,2,0,1,0,5,1,urgency,1
SCAM_0208,You need to pay IMF code to withdraw your salary,I'll verify with official sources,verification,urgency,6,high,5,2024-12-22 23:24:36,0,1,0,0,0,0,1,1,0,0,5,1,urgency,1
SCAM_0209,Account activation charge,There is no such thing as IMF code,delaying,fake_authority,9,critical,4,2024-12-07 14:59:45,0,1,0,0,0,0,1,0,1,0,4,1,fake_authority,1
SCAM_0210,Document processing fee,I work in cybersecurity and I know these tactics,counter_attack,fake_authority,8,high,4,2025-04-19 09:16:01,0,1,0,0,0,0,1,0,1,1,4,1,fake_authority,1
SCAM_0211,I will lose my job if you don't pay,I prefer to wait for official communication,delaying,urgency,6,high,3,2025-03-03 22:04:28,0,1,0,0,0,1,2,0,0,0,3,1,urgency,0
SCAM_0212,Document processing fee,I'll wait for technical support response,refusing,emotional_manipulation,5,medium,4,2025-07-02 15:08:21,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0213,Urgent payment required to unlock funds,This is obvious scam,expert_mention,threat,9,critical,4,2025-02-06 11:45:33,1,1,0,0,0,0,2,0,0,0,4,1,threat,1
SCAM_0214,International transfer authorization code,"I have enough money, I don't need to withdraw now",refusing,threat,9,critical,5,2025-01-25 21:06:28,0,0,0,0,0,0,0,0,1,0,5,1,threat,1
SCAM_0215,You must pay immediately before expiration,"I'm not in a hurry, I can wait",refusing,fake_fee,8,high,4,2025-03-09 02:44:15,1,1,0,0,0,0,2,0,1,0,4,1,fake_fee,1
SCAM_0216,This is a mandatory security procedure,I need to consult with financial advisor,verification,threat,9,critical,4,2025-03-23 10:13:12,0,0,0,0,2,0,2,0,0,0,4,1,threat,1
SCAM_0217,I will lose my job if you don't pay,I'll think about it,counter_attack,urgency,7,high,5,2025-10-02 12:59:06,0,1,0,0,0,1,2,0,0,0,5,1,urgency,1
SCAM_0218,I will lose my job if you don't pay,I work in cybersecurity and I know these tactics,delaying,isolation,8,high,4,2024-12-08 10:16:39,0,1,0,0,0,1,2,0,1,1,4,1,isolation,1
SCAM_0219,You need to pay IMF code to withdraw your salary,Why the rush?,questioning,emotional_manipulation,4,medium,5,2025-08-05 08:16:11,0,1,0,0,0,0,1,0,0,0,5,1,emotional_manipulation,1
SCAM_0220,Urgent payment required to unlock funds,I need to consult with financial advisor,counter_attack,threat,10,critical,4,2025-01-26 22:52:24,1,1,0,0,0,0,2,0,0,0,4,1,threat,1
SCAM_0221,Tax clearance certificate fee required,I'll report to the authorities,delaying,emotional_manipulation,4,medium,3,2025-06-09 12:37:25,0,1,0,0,0,0,1,0,0,0,3,1,emotional_manipulation,0
SCAM_0222,Account activation charge,I need to consult with financial advisor,verification,urgency,9,critical,4,2025-03-25 13:34:17,0,1,0,0,0,0,1,0,0,0,4,1,urgency,1
SCAM_0223,Your account will be blocked if you don't pay,There is no such thing as IMF code,counter_attack,fake_fee,7,high,4,2024-12-17 13:57:11,0,1,0,0,0,1,2,0,1,0,4,1,fake_fee,1
SCAM_0224,Trust me my dear,This contradicts standard banking procedures,counter_attack,fake_fee,7,high,5,2025-10-24 11:34:40,0,0,2,0,0,0,2,0,0,0,5,1,fake_fee,1
SCAM_0225,Security deposit needed for verification,I'll report to the authorities,counter_attack,threat,9,critical,4,2025-05-13 02:35:33,0,0,0,0,1,0,1,0,0,0,4,1,threat,1
SCAM_0226,There are additional fees required for transaction,I need to consult with financial advisor,refusing,emotional_manipulation,5,medium,5,2025-02-23 03:04:05,0,1,0,0,0,0,1,0,0,0,5,1,emotional_manipulation,1
SCAM_0227,I will lose my job if you don't pay,I'll report to the authorities,expert_mention,isolation,10,critical,5,2025-08-27 05:53:58,0,1,0,0,0,1,2,0,0,0,5,1,isolation,1
SCAM_0228,This is 100% legitimate process,This contradicts standard banking procedures,counter_attack,urgency,6,high,4,2025-04-19 13:43:37,0,0,0,0,0,0,0,0,0,0,4,1,urgency,1
SCAM_0229,Trust me my dear,"I'm not in a hurry, I can wait",counter_attack,fake_authority,9,critical,4,2025-06-08 10:20:29,0,0,2,0,0,0,2,0,1,0,4,1,fake_authority,1
SCAM_0230,There are limited offers today only,I'll think about it,refusing,threat,9,critical,5,2025-05-25 19:22:55,0,0,0,0,0,0,0,0,0,0,5,1,threat,1
SCAM_0231,Trust me my dear,Why the rush?,verification,fake_fee,8,high,4,2025-03-10 23:58:02,0,0,2,0,0,0,2,0,0,0,4,1,fake_fee,1
SCAM_0232,Security deposit needed for verification,This doesn't make sense,refusing,isolation,9,critical,5,2025-04-07 10:35:32,0,0,0,0,1,0,1,0,0,0,5,1,isolation,1
SCAM_0233,International transfer authorization code,This seems suspicious,refusing,emotional_manipulation,4,medium,5,2025-08-13 19:12:05,0,0,0,0,0,0,0,0,0,0,5,1,emotional_manipulation,1
SCAM_0234,Your account will be blocked if you don't pay,I'll check with the bank first,expert_mention,isolation,10,critical,4,2025-07-25 20:10:25,0,1,0,0,0,1,2,1,0,0,4,1,isolation,1
SCAM_0235,There are limited offers today only,This contradicts standard banking procedures,refusing,urgency,7,high,5,2025-05-12 10:18:41,0,0,0,0,0,0,0,0,0,0,5,1,urgency,1
SCAM_0236,There are limited offers today only,The bank confirmed these requirements don't exist,expert_mention,emotional_manipulation,4,medium,5,2025-11-21 04:08:03,0,0,0,0,0,0,0,1,0,0,5,1,emotional_manipulation,1
SCAM_0237,International transfer authorization code,I work in cybersecurity and I know these tactics,verification,fake_fee,8,high,4,2025-07-12 10:25:52,0,0,0,0,0,0,0,0,1,1,4,1,fake_fee,1
SCAM_0238,Your account will be blocked if you don't pay,I'll verify with official sources,expert_mention,urgency,9,critical,4,2025-04-11 19:36:13,0,1,0,0,0,1,2,1,0,0,4,1,urgency,1
SCAM_0239,International transfer authorization code,This seems suspicious,delaying,fake_authority,8,high,4,2025-03-04 22:09:31,0,0,0,0,0,0,0,0,0,0,4,1,fake_authority,1
SCAM_0240,I will lose my job if you don't pay,This contradicts standard banking procedures,delaying,fake_fee,8,high,3,2025-06-13 01:40:11,0,1,0,0,0,1,2,0,0,0,3,1,fake_fee,0
SCAM_0241,This is your last chance to withdraw,This seems suspicious,questioning,emotional_manipulation,5,medium,4,2024-12-31 12:51:00,0,0,0,0,0,0,0,0,0,0,4,1,emotional_manipulation,1
SCAM_0242,Don't talk to the bank about this,The bank confirmed these requirements don't exist,expert_mention,urgency,8,high,4,2025-01-28 04:08:06,0,0,0,0,0,0,0,1,0,0,4,1,urgency,1
SCAM_0243,You need to pay IMF code to withdraw your salary,There is no such thing as IMF code,expert_mention,fake_fee,8,high,5,2025-07-10 05:01:41,0,1,0,0,0,0,1,0,1,0,5,1,fake_fee,1
SCAM_0244,Currency conversion fee mandatory,I'll report to the authorities,verification,fake_authority,9,critical,4,2025-10-18 21:32:15,0,1,0,0,1,0,2,0,0,0,4,1,fake_authority,1
SCAM_0245,Trust me my dear,This contradicts standard banking procedures,delaying,emotional_manipulation,6,high,4,2024-11-25 01:52:41,0,0,2,0,0,0,2,0,0,0,4,1,emotional_manipulation,1
SCAM_0246,You must pay immediately before expiration,I'll wait for technical support response,verification,threat,9,critical,4,2025-09-06 13:05:25,1,1,0,0,0,0,2,0,0,0,4,1,threat,1
SCAM_0247,This is a mandatory security procedure,I'll think about it,questioning,emotional_manipulation,5,medium,4,2024-12-05 01:32:21,0,0,0,0,2,0,2,0,0,0,4,1,emotional_manipulation,1
SCAM_0248,Emergency service charge,I'll report to the authorities,expert_mention,fake_fee,10,critical,5,2025-04-12 02:20:05,0,1,0,0,0,0,1,0,0,0,5,1,fake_fee,1
SCAM_0249,This is your last chance to withdraw,I'll wait for technical support response,delaying,threat,9,critical,3,2025-02-13 10:01:47,0,0,0,0,0,0,0,0,0,0,3,1,threat,0
SCAM_0250,Your account will be blocked if you don't pay,I need to consult with financial advisor,counter_attack,fake_fee,7,high,4,2025-05-06 00:31:26,0,1,0,0,0,1,2,0,0,0,4,1,fake_fee,1
SCAM_0251,Security deposit needed for verification,The bank confirmed these requirements don't exist,counter_attack,emotional_manipulation,5,medium,4,2025-07-08 01:12:17,0,0,0,0,1,0,1,1,0,0,4,1,emotional_manipulation,1
SCAM_0252,Don't talk to the bank about this,I'll verify with official sources,refusing,fake_fee,10,critical,5,2025-11-09 11:32:24,0,0,0,0,0,0,0,1,0,0,5,1,fake_fee,1
SCAM_0253,I will lose my job if you don't pay,I'll wait for technical support response,counter_attack,threat,9,critical,5,2025-10-23 12:53:10,0,1,0,0,0,1,2,0,0,0,5,1,threat,1
SCAM_0254,Tax clearance certificate fee required,I'll verify with official sources,refusing,fake_fee,7,high,5,2025-02-15 13:51:09,0,1,0,0,0,0,1,1,0,0,5,1,fake_fee,1
SCAM_0255,This is 100% legitimate process,I'll check the company's official website,verification,emotional_manipulation,6,high,5,2025-04-27 07:24:17,0,0,0,0,0,0,0,1,0,0,5,1,emotional_manipulation,1
SCAM_0256,This is a mandatory security procedure,This doesn't make sense,delaying,isolation,9,critical,4,2025-05-26 14:07:07,0,0,0,0,2,0,2,0,0,0,4,1,isolation,1
SCAM_0257,Account activation charge,Why the rush?,verification,isolation,10,critical,4,2025-03-11 10:47:26,0,1,0,0,0,0,1,0,0,0,4,1,isolation,1
SCAM_0258,Trust me my dear,This doesn't make sense,refusing,emotional_manipulation,5,medium,4,2024-12-03 09:31:28,0,0,2,0,0,0,2,0,0,0,4,1,emotional_manipulation,1
SCAM_0259,There are limited offers today only,"I have enough money, I don't need to withdraw now",expert_mention,threat,9,critical,5,2025-09-10 09:45:59,0,0,0,0,0,0,0,0,1,0,5,1,threat,1
SCAM_0260,Urgent payment required to unlock funds,"I have enough money, I don't need to withdraw now",questioning,threat,9,critical,3,2025-10-05 19:24:45,1,1,0,0,0,0,2,0,1,0,3,1,threat,0
SCAM_0261,There are limited offers today only,Can you provide official documentation?,questioning,fake_authority,8,high,5,2025-07-08 14:17:58,0,0,0,0,0,0,0,0,0,0,5,1,fake_authority,1
SCAM_0262,You need to pay IMF code to withdraw your salary,I'll report to the authorities,delaying,fake_authority,7,high,3,2024-12-20 15:45:53,0,1,0,0,0,0,1,0,0,0,3,1,fake_authority,0
SCAM_0263,Urgent payment required to unlock funds,There is no such thing as IMF code,counter_attack,emotional_manipulation,5,medium,4,2025-06-18 12:03:58,1,1,0,0,0,0,2,0,1,0,4,1,emotional_manipulation,1
SCAM_0264,Emergency service charge,There is no such thing as IMF code,expert_mention,fake_authority,7,high,5,2025-02-26 16:23:27,0,1,0,0,0,0,1,0,1,0,5,1,fake_authority,1
SCAM_0265,Account activation charge,I'll check the company's official website,counter_attack,fake_fee,9,critical,5,2025-11-20 13:52:49,0,1,0,0,0,0,1,1,0,0,5,1,fake_fee,1
SCAM_0266,This is a mandatory security procedure,"I'm not in a hurry, I can wait",counter_attack,urgency,8,high,5,2025-10-10 08:29:39,0,0,0,0,2,0,2,0,1,0,5,1,urgency,1
SCAM_0267,Currency conversion fee mandatory,This contradicts standard banking procedures,counter_attack,isolation,8,high,5,2024-12-30 19:47:21,0,1,0,0,1,0,2,0,0,0,5,1,isolation,1
SCAM_0268,Security deposit needed for verification,I'll wait for technical support response,delaying,fake_authority,7,high,4,2024-12-21 21:50:51,0,0,0,0,1,0,1,0,0,0,4,1,fake_authority,1
SCAM_0269,Trust me my dear,I'll check the company's official website,questioning,fake_authority,9,critical,3,2025-08-28 12:24:26,0,0,2,0,0,0,2,1,0,0,3,1,fake_authority,0
SCAM_0270,Account activation charge,I'll check with the bank first,expert_mention,threat,10,critical,4,2025-05-22 05:53:29,0,1,0,0,0,0,1,1,0,0,4,1,threat,1
SCAM_0271,Urgent payment required to unlock funds,I'll check with the bank first,counter_attack,urgency,8,high,5,2025-08-13 17:17:36,1,1,0,0,0,0,2,1,0,0,5,1,urgency,1
SCAM_0272,This is a mandatory security procedure,There is no such thing as IMF code,questioning,fake_authority,7,high,5,2025-01-31 00:06:05,0,0,0,0,2,0,2,0,1,0,5,1,fake_authority,1
SCAM_0273,Emergency service charge,I'll report to the authorities,delaying,fake_fee,9,critical,3,2025-01-19 00:11:08,0,1,0,0,0,0,1,0,0,0,3,1,fake_fee,0
SCAM_0274,I will lose my job if you don't pay,"I'm not in a hurry, I can wait",delaying,threat,10,critical,3,2025-04-08 23:24:41,0,1,0,0,0,1,2,0,1,0,3,1,threat,0
SCAM_0275,Document processing fee,"I have enough money, I don't need to withdraw now",verification,fake_authority,8,high,4,2025-09-22 12:44:04,0,1,0,0,0,0,1,0,1,0,4,1,fake_authority,1
SCAM_0276,I will lose my job if you don't pay,I need to consult with financial advisor,counter_attack,isolation,9,critical,4,2025-06-04 04:48:59,0,1,0,0,0,1,2,0,0,0,4,1,isolation,1
SCAM_0277,You must pay immediately before expiration,I'll check with the bank first,verification,threat,10,critical,5,2025-02-07 05:15:07,1,1,0,0,0,0,2,1,0,0,5,1,threat,1
SCAM_0278,Your account will be blocked if you don't pay,Can you provide official documentation?,verification,fake_authority,9,critical,4,2025-11-10 04:53:57,0,1,0,0,0,1,2,0,0,0,4,1,fake_authority,1
SCAM_0279,International transfer authorization code,"I'm not in a hurry, I can wait",questioning,urgency,7,high,4,2025-02-15 22:58:57,0,0,0,0,0,0,0,0,1,0,4,1,urgency,1
SCAM_0280,There are additional fees required for transaction,There is no such thing as IMF code,expert_mention,emotional_manipulation,6,high,5,2025-06-05 14:19:46,0,1,0,0,0,0,1,0,1,0,5,1,emotional_manipulation,1
SCAM_0281,There are limited offers today only,"I'm not in a hurry, I can wait",counter_attack,isolation,8,high,5,2025-10-05 02:50:54,0,0,0,0,0,0,0,0,1,0,5,1,isolation,1
SCAM_0282,There are limited offers today only,I prefer to wait for official communication,expert_mention,fake_fee,10,critical,5,2025-05-01 05:14:38,0,0,0,0,0,0,0,0,0,0,5,1,fake_fee,1
SCAM_0283,You need to pay IMF code to withdraw your salary,The bank confirmed these requirements don't exist,questioning,urgency,8,high,5,2025-11-03 12:29:33,0,1,0,0,0,0,1,1,0,0,5,1,urgency,1
SCAM_0284,This is 100% legitimate process,This seems suspicious,delaying,isolation,8,high,4,2025-07-21 01:39:02,0,0,0,0,0,0,0,0,0,0,4,1,isolation,1
SCAM_0285,Tax clearance certificate fee required,I prefer to wait for official communication,verification,fake_fee,8,high,4,2025-03-13 20:26:29,0,1,0,0,0,0,1,0,0,0,4,1,fake_fee,1
SCAM_0286,International transfer authorization code,I prefer to wait for official communication,verification,fake_fee,10,critical,4,2025-10-26 11:05:05,0,0,0,0,0,0,0,0,0,0,4,1,fake_fee,1
SCAM_0287,Don't talk to the bank about this,I need to consult with financial advisor,counter_attack,emotional_manipulation,6,high,4,2025-06-25 17:04:54,0,0,0,0,0,0,0,0,0,0,4,1,emotional_manipulation,1
SCAM_0288,Trust me my dear,I work in cybersecurity and I know these tactics,questioning,threat,10,critical,5,2025-04-20 03:30:42,0,0,2,0,0,0,2,0,1,1,5,1,threat,1
SCAM_0289,Document processing fee,I'll report to the authorities,refusing,fake_authority,9,critical,5,2025-07-01 15:47:56,0,1,0,0,0,0,1,0,0,0,5,1,fake_authority,1
SCAM_0290,Trust me my dear,This is obvious scam,verification,emotional_manipulation,5,medium,4,2025-02-24 19:34:59,0,0,2,0,0,0,2,0,0,0,4,1,emotional_manipulation,1
SCAM_0291,Account activation charge,I prefer to wait for official communication,expert_mention,threat,10,critical,4,2025-09-06 21:18:35,0,1,0,0,0,0,1,0,0,0,4,1,threat,1
SCAM_0292,Don't talk to the bank about this,"I'm not in a hurry, I can wait",questioning,fake_authority,9,critical,3,2025-01-30 03:40:22,0,0,0,0,0,0,0,0,1,0,3,1,fake_authority,0
SCAM_0293,Follow the instructions exactly,There is no such thing as IMF code,verification,fake_authority,8,high,5,2025-11-01 23:37:11,0,0,0,0,0,0,0,0,1,0,5,1,fake_authority,1
SCAM_0294,Urgent payment required to unlock funds,This doesn't make sense,verification,urgency,8,high,5,2025-03-25 17:55:40,1,1,0,0,0,0,2,0,0,0,5,1,urgency,1
SCAM_0295,Urgent payment required to unlock funds,Let me verify this with customer service,questioning,emotional_manipulation,6,high,3,2025-06-15 05:58:45,1,1,0,0,0,0,2,1,0,0,3,1,emotional_manipulation,0
SCAM_0296,Document processing fee,I need to consult with financial advisor,delaying,emotional_manipulation,5,medium,4,2025-07-12 10:36:44,0,1,0,0,0,0,1,0,0,0,4,1,emotional_manipulation,1
SCAM_0297,I will lose my job if you don't pay,Why the rush?,refusing,fake_authority,7,high,5,2025-09-18 09:01:54,0,1,0,0,0,1,2,0,0,0,5,1,fake_authority,1
SCAM_0298,I will lose my job if you don't pay,"I'm not in a hurry, I can wait",delaying,fake_authority,7,high,3,2025-05-21 08:09:12,0,1,0,0,0,1,2,0,1,0,3,1,fake_authority,0
SCAM_0299,Emergency service charge,"I'm not in a hurry, I can wait",delaying,fake_fee,9,critical,3,2025-05-02 21:39:06,0,1,0,0,0,0,1,0,1,0,3,1,fake_fee,0
SCAM_0300,This is your last chance to withdraw,This contradicts standard banking procedures,refusing,isolation,9,critical,4,2024-12-08 10:45:47,0,0,0,0,0,0,0,0,0,0,4,1,isolation,1
